HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
865,459,536,530,615,21364,10,15
1063,294,360,354,434,18383,20,20
419,245,282,302,346,11062,9,15
1239,348,365,399,428,14561,8.75,10
395,115,154,177,199,5058,6.214285714,6
525,287,310,326,356,12502,4.277777778,25
1493,346,399,416,475,16740,10.75,13
734,366,427,398,448,14179,8.333333333,9
2598,470,557,562,661,31631,20,25
640,319,391,372,424,16559,25,50
756,334,334,426,421,15669,6.380952381,16
360,251,253,306,314,9747,11.5,14
4984,630,702,734,777,27747,12.14285714,50
3005,348,385,455,503,18396,9.470588235,13
2024,352,400,392,427,11885,8.631578947,15
3919,427,453,552,589,25828,23.14285714,35
445,192,242,244,275,9747,7.3,8
937,321,441,433,545,18567,10.57692308,15
2297,512,550,562,607,20184,11.83333333,25
739,369,368,419,428,14453,20,20
619,215,222,260,268,10427,12.8,14
550,303,325,342,371,13461,9,10
618,278,291,322,364,11899,7.285714286,10
478,160,133,198,199,7849,20,20
1011,435,529,499,566,18492,9.166666667,40
960,288,272,329,314,13094,23.75,25
1401,420,474,466,508,17973,19.4,30
476,202,274,236,304,10581,10.73333333,15
1189,278,310,325,343,13051,13.5,15
337,296,344,350,415,14902,5.547619048,5
470,234,355,271,365,12277,25,45
1452,286,279,346,363,13126,12.61538462,20
1439,370,414,417,464,13353,6.125,6
435,304,322,325,365,12197,10,15
417,277,300,258,326,10308,14,15
870,319,345,357,398,15849,9.571428571,10
342,243,291,277,322,10488,11.5,10
1968,416,485,449,496,16541,9.4,15
785,271,328,332,388,18794,13.8,10
1205,246,459,345,473,19319,4.176470588,5
732,404,431,434,481,15554,10.5,13
350,250,278,335,355,11680,10.125,20
453,215,260,266,302,9722,11.08333333,11
5439,984,1029,961,1004,42403,12.22222222,12
683,445,465,447,495,16972,5.111111111,6
425,264,245,311,320,9998,12.33333333,15
834,260,311,297,340,13687,10.25,16
509,237,262,263,291,9830,5.333333333,5
621,231,237,272,279,6184,11.66666667,15
853,411,420,468,475,14066,4.258064516,5
604,286,341,321,359,11341,18,10
727,350,381,399,426,20399,11.2,20
438,159,146,165,156,3975,20.66666667,36
1101,518,631,615,701,35560,11.66666667,17
436,279,302,351,383,12382,7.052631579,10
1897,406,519,476,664,26951,15,15
919,89,193,154,210,4825,25,25
331,195,288,255,314,11368,10,15
377,234,252,276,285,9657,10.25,10
1105,229,285,303,374,15856,10.5,16
675,178,249,254,303,13159,11.53846154,14
477,328,431,386,446,15065,15,10
957,408,399,450,459,17718,15,10
496,330,349,360,390,13546,5.571428571,20
422,224,274,282,350,12611,4.772727273,5
2221,540,562,569,570,16639,8.571428571,10
384,139,203,212,271,8615,3.659090909,3
782,222,294,307,453,20867,13,12
1283,360,386,367,380,12397,12.33333333,10
1490,485,552,520,557,18281,11,20
1428,301,277,322,297,9201,25,20
1040,443,443,493,498,14564,12.42142857,10
729,402,434,442,500,18754,17.66666667,40
562,261,271,321,347,14473,10.18181818,10
724,327,384,319,371,15784,12.5,21
397,248,270,296,313,10348,14.4,20
633,399,442,439,517,17637,13.16666667,10
1921,304,313,335,355,13047,14,30
802,479,488,531,555,16469,11.05882353,14
545,302,316,324,338,12022,15,20
446,168,201,218,254,11971,12.5,10
470,305,339,318,355,11035,5.625,8
1993,442,472,484,520,16427,4.5,5
1620,393,452,432,485,13441,3.297619048,5
714,387,451,446,510,19088,13.11111111,10
682,265,342,364,426,16860,7.772727273,10
1537,495,509,528,544,17689,8.375,20
447,214,280,265,314,12305,12.33333333,20
582,288,288,286,279,8165,20,20
299,244,267,263,303,10136,4.9375,4
621,300,342,299,351,10470,6.705882353,10
625,319,362,362,411,13847,8.5,11
502,319,363,341,388,12989,15.66666667,20
331,182,206,219,235,7226,13,15
913,533,544,534,545,16204,13.875,30
1093,364,424,392,441,15640,9.25,25
2166,427,515,471,559,15653,14.33333333,10
642,271,284,306,312,9453,6.142857143,10
2076,418,443,479,505,16340,6.666666667,10
4572,400,525,499,613,23300,8.48,10
740,555,585,616,669,20144,14.22222222,10
532,436,436,486,428,12734,25,30
576,326,326,353,339,11310,8.333333333,6
987,296,354,344,412,17097,28,28
468,245,308,294,315,11358,8,18.25
1071,416,462,429,459,15090,17,20
850,309,371,356,409,14718,9.166666667,10
1382,360,392,376,411,14988,5.818181818,10
462,214,266,274,311,10650,10,19
491,325,342,334,356,13143,4.333333333,10
442,218,253,257,286,9399,15,20
927,323,359,333,371,18248,7.666666667,10
486,274,327,289,336,11085,7.545454545,14
402,232,249,276,300,10540,4.833333333,5
320,148,183,202,233,9379,13.33333333,21
1305,257,275,376,393,10990,7.625,15
1115,313,340,354,391,16625,11.4375,16
582,163,193,188,229,8173,20,25
1224,575,577,608,611,18029,2.8125,1
682,366,464,421,498,14538,9.666666667,16
470,263,297,296,330,10776,17.88888889,25
4153,580,886,640,891,35520,12,13
694,319,321,342,362,11517,7.666666667,9
510,202,222,232,267,7708,2.883333333,3
600,420,461,467,479,17725,8.727272727,15
902,374,367,505,505,20810,18.75,25
518,184,213,228,264,11126,10,5
791,565,563,566,571,20238,4.407407407,10
433,221,239,255,288,9705,4.3125,4
557,319,370,368,411,16016,7,15
3895,518,733,679,827,39056,5.076923077,9
2132,632,714,721,761,27547,13,22
554,275,345,324,444,13618,20,20
416,185,221,229,261,8507,4.25,5
623,222,348,301,373,12743,9,10
251,183,212,238,265,8947,9.4,25
267,121,72,169,94,4567,13.875,25
781,221,263,294,321,13071,6.333333333,5
906,476,617,563,668,22377,30.28571429,42
779,215,223,249,262,9279,4.037037037,5
505,304,366,351,425,13296,6,9
899,489,503,503,513,16749,10.5,15
431,194,209,219,223,8888,12.5,15
1232,421,560,505,634,24772,20,35
1844,676,713,726,786,25507,7.75,10
707,211,312,258,323,14226,6.75,9
472,211,267,297,325,10733,20,10
1347,192,361,260,408,16895,5.777777778,5
1171,483,512,544,570,19553,5.2,7
297,146,175,178,196,8352,9.214285714,11
1368,379,416,487,528,23121,6.852941177,8
496,234,218,260,259,9429,7.619047619,10
2220,550,617,576,636,19233,25,25
867,483,492,524,536,18757,12.5,11
560,301,336,371,397,13747,7.611111111,10
571,217,259,280,327,12055,8.333333333,12
2051,503,519,547,568,17646,7.666666667,7
1178,548,559,562,571,16037,6,5
1472,532,580,583,634,20135,20,10
682,374,423,416,469,17213,15,25
850,270,468,360,534,14689,10.35714286,15
618,325,363,375,412,12727,7.25,17
5000,498,700,632,782,35814,5.840909091,9
502,199,250,229,261,8726,7.875,10
383,252,256,359,380,14045,13.82352941,15
3238,271,389,325,402,21383,15.4,35
985,478,495,508,591,20164,12.125,15
297,130,163,179,208,8510,4.727272727,3
2811,524,577,599,645,23861,11.08333333,20
697,363,410,354,374,12882,5,5
5725,610,763,698,807,53158,9.923076923,15
399,217,309,279,347,11919,7.2,7
477,256,282,292,316,10621,5.875,10
1209,471,496,524,557,18220,12.5,15
754,302,310,346,364,12070,4.344827586,4
697,317,364,337,406,13561,10,11
852,344,450,394,498,19967,12.5,25
930,397,511,441,552,17794,11.44444444,15
708,358,370,384,414,14051,22.5,10
3303,533,568,586,614,24251,14,25
669,190,198,214,226,7245,8.4,15
1448,651,667,698,724,24736,7.076923077,13
533,301,349,339,386,11562,8.2,9
731,354,370,398,423,14555,5.304347826,7
1606,293,316,351,367,12438,15,20
418,230,238,293,306,9690,11.14285714,14
1219,451,513,560,620,25551,10.46153846,25
913,256,289,309,338,14424,13,20
1956,768,803,842,874,36868,18.0952381,20
885,207,171,263,220,6142,18.2,27
573,390,411,399,406,12683,16.33333333,16
2413,564,566,553,560,16288,10.75,10
419,219,243,266,299,10050,10.5,20
5000,462,643,612,766,39964,15.5,17
700,228,277,309,326,13851,15,23
3477,602,664,675,735,26463,14.75,17
931,407,502,439,496,17743,4.416666667,3
855,345,384,508,560,17869,8.729166667,12
679,392,414,406,445,13908,5.448275862,5
1960,265,321,362,469,17243,6.3,5
740,401,450,446,491,15718,5.764705882,10
1196,327,406,382,456,16530,10.46153846,10
1637,345,405,403,454,15788,11.625,12
1633,286,318,306,351,16765,5.8,11
881,327,332,375,382,12204,14.8,25
313,138,165,189,216,7617,7.62962963,5
593,230,319,272,317,11405,12.75,25
442,213,210,274,259,14114,5.166666667,12
441,318,320,319,327,13514,8.2,8
368,168,220,216,260,8859,5.615384615,7
1038,294,317,325,344,12639,7,10
2989,289,358,387,470,21395,5.1,5
1463,117,439,266,523,13344,12.16666667,15
185,277,283,312,286,10788,8.787878788,10
943,412,403,435,413,15479,11.56,15
775,236,296,308,363,15628,3.956521739,6
950,365,402,390,427,15436,9.5,10
846,538,541,595,602,18861,5.181818182,6
354,250,256,277,289,9288,7.7,10
2098,564,752,611,730,34394,9.75,12
567,334,399,446,531,17087,14,20
716,371,373,419,421,15858,10.36363636,15
795,352,406,397,444,18613,7.333333333,20
360,167,235,219,269,8048,11.9,21
586,241,351,348,387,20826,8,17
560,220,227,270,286,9385,17,25
1990,301,326,389,395,14403,15,35
2213,436,495,437,507,19314,9.764705882,20
737,506,504,472,469,13295,8.454545455,10
2738,480,485,554,586,18006,8.533333333,12
884,681,692,737,746,23287,9.142857143,21
1173,322,424,407,494,18738,4.125,3
2679,564,600,595,592,25475,8.95,10
465,202,279,278,354,13849,6.666666667,20
542,199,219,239,262,9349,7.444444444,11
1976,385,404,442,468,13505,12,17
393,314,329,279,291,10265,10.6,11
1181,451,466,494,521,17987,17.83333333,25
1028,394,493,483,584,25787,20,30
696,367,383,406,423,13480,9,31
661,322,346,356,378,12749,9.238095238,14
472,267,315,297,330,10488,14.22222222,17
2167,346,422,439,532,27423,12.25,25
288,129,164,131,167,7079,5.285714286,5
2135,417,417,433,456,18907,8.2,5
1060,340,425,422,500,19213,6.375,10
2016,518,475,512,511,16660,20,20
1823,544,552,552,567,21265,12,25
809,385,482,413,511,14699,20,25
896,392,430,466,520,21975,28,100
2067,489,534,540,583,19624,450,20
2789,463,488,524,551,22012,15,15
618,223,278,278,335,13341,7.846153846,10
529,254,301,284,326,11595,2.439814815,2
488,300,314,282,311,10516,4.714285714,5
2159,233,280,247,394,12950,20.17647059,15
554,296,316,351,391,12774,9.5,15
1437,583,590,636,648,18207,9.36,5
675,312,352,343,365,10538,5.785714286,15
5501,817,924,870,958,41734,17.5,25
685,435,465,425,441,14810,14.88888889,15
481,243,265,282,323,10964,8.666666667,9
5708,504,708,575,854,36020,16.25,25
934,476,529,511,562,20261,14.4,3
735,289,343,334,358,9048,50,50
504,238,355,319,424,14205,8.5,10
549,212,237,239,265,9149,4.923076923,5
566,218,242,249,272,11438,5.6,5
895,465,465,560,551,16892,25,25
2875,290,374,347,442,24936,10,15
1333,340,369,370,400,16145,10.22222222,15
1947,560,630,649,761,31137,28.75,50
651,197,250,252,284,9858,8.277777778,5
440,205,238,249,280,8314,7.166666667,8
1458,299,354,356,446,19185,6.181818182,10
675,354,357,397,407,11717,20,20
1348,386,426,419,429,15377,6.04,5
1488,406,400,402,407,10419,9,5
583,224,220,253,262,11542,11.25,25
778,473,446,546,568,20008,15,20
443,268,347,320,380,12966,5.727272727,10
361,145,182,199,233,8563,29.57142857,30
3836,491,616,579,706,32838,13.06666667,17
838,306,403,394,455,14811,3.939393939,5
719,313,366,331,407,13050,5.428571429,8
905,223,241,244,263,8614,6.111111111,13.92
4183,631,704,671,738,29875,5.428571429,5
1431,291,390,315,376,10498,13,5
1165,489,514,519,539,19234,11.5,23
503,213,255,262,292,9495,4.5,5
0,0,0,0,0,0,12.5,15
2971,302,288,340,322,6309,7,12
2322,506,548,469,579,19463,4.431034483,5
1569,411,565,534,667,23251,9.555555556,15
714,191,302,256,333,9798,5,5
1365,282,359,356,430,16473,25,25
393,216,258,258,301,10107,10,15
670,268,321,336,383,13147,7.375,30
747,373,380,409,421,13628,10,12
872,318,394,362,417,14570,4.222222222,10
515,271,361,315,362,13012,10.6875,10
629,434,444,445,439,14381,5.2,7
433,194,183,196,183,5088,7.5,14
2347,615,736,786,870,61923,3.055555556,4
1081,610,624,727,747,32452,13,5
504,191,228,246,287,9564,5,5
646,228,237,299,291,10918,3.190476191,3
458,199,238,250,268,7438,7.778333333,10
5976,1395,1434,1116,1142,74322,9.631578947,15
5940,761,1114,721,1004,43571,13,18
595,252,263,262,274,11132,14.69230769,20
1329,685,727,689,743,21941,6.2,6
884,242,268,271,313,13491,4.428571429,3
1155,328,399,399,458,15451,12.5,18
1119,408,415,452,464,13050,20,20
303,254,294,299,337,12469,3.722222222,5
1026,459,470,491,496,13803,11.25,10
198,193,211,237,256,8898,9.266666667,9
450,292,361,329,373,12203,9.5,13
634,251,271,296,320,10092,5.25,10
1458,275,446,427,597,34713,5.5,13
789,415,427,465,472,16332,17.5,20
3772,515,661,647,791,46740,14.33333333,17
4548,786,848,831,878,33442,10,15
432,174,230,223,279,8763,11.1,25
428,205,318,245,309,11192,11.25,10
943,464,465,435,464,15214,10,10
679,298,327,332,360,10779,46.33333333,100
3938,203,325,271,344,15598,13.57142857,10
1205,511,554,558,598,20125,12.625,10
471,230,268,273,302,10209,9,12
465,213,281,259,312,10736,7.533333333,5
4572,691,762,760,811,34909,25,25
991,493,506,532,548,17344,7.769230769,8
597,425,448,475,488,17264,13,30
576,335,386,407,463,15332,3.117647059,4
1000,271,458,377,479,16266,17.33333333,48
650,263,283,321,342,12679,20,25
351,205,225,238,254,8456,13,16
464,256,310,283,322,10907,19.28571429,25
1326,550,503,675,644,17543,41.83333333,100
554,238,279,279,308,10659,9,15
257,251,294,291,338,11934,12.92857143,11
679,475,468,477,466,13724,5.5625,5
0,0,0,0,0,0,20,10
592,273,294,290,315,7582,21.66666667,25
1473,424,436,444,452,13529,13.33333333,20
922,292,304,319,335,10541,4.278688525,3
1300,596,717,674,772,28518,9,19
1266,514,511,534,541,16146,9.666666667,10
1594,215,526,330,663,34426,25,20
2907,420,514,463,547,18195,9,15
1095,401,407,399,413,14014,27.27777778,38
569,278,328,330,385,14570,8.941176471,12
550,249,419,305,410,19689,14.35869565,15
666,381,414,408,445,16657,7.516666667,10
354,207,234,266,295,9393,6.111111111,9
1745,386,348,398,357,10891,10.41463415,10
1364,244,255,296,308,6939,18.75,25
695,283,305,337,377,13044,5.9375,10
700,357,394,391,432,15428,10.77777778,10
571,243,307,295,349,13144,9.166666667,10
4500,230,338,279,331,16425,9.125,10
2083,198,186,220,211,6972,3.8125,4
546,250,258,262,270,10078,12.07692308,5
387,201,205,219,224,6651,5.727272727,6
764,221,385,305,458,16824,3.966666667,3
480,173,214,214,235,9091,9.714285714,12
561,302,301,323,331,10873,19.66666667,26
327,232,256,284,325,12587,13.66666667,15
484,167,205,216,251,8739,10.28571429,15
709,454,470,445,485,17563,7.166666667,5
3230,650,688,714,752,27549,18.33333333,25
3663,749,777,784,818,27400,20,20
4112,562,798,725,841,34677,15.14285714,17
925,456,457,463,458,12465,9.3,11
914,321,363,371,409,17804,11,25
2486,475,508,516,543,26926,3.491935484,25
337,220,265,258,301,8147,9.714285714,15
356,229,236,219,225,8075,12.33333333,25
742,395,399,421,441,13179,11,25
1385,249,409,419,554,22877,5.321428571,5
1244,672,713,743,776,25036,9.9375,12
962,391,444,452,486,17404,35,40
448,264,614,330,622,24728,11.66666667,10
2333,316,643,420,744,33535,7.307692308,10
1823,271,366,344,412,15867,20.83333333,45
2432,340,364,397,432,13558,9,20
571,300,333,336,366,10689,15,15
1309,494,528,572,606,23951,7.1,20
472,305,308,306,322,11371,6.578947368,10
702,308,348,337,397,14670,11.11111111,15
2910,575,699,665,731,32700,103.5714286,75
240,232,280,271,315,10744,2.260869565,2
3242,340,408,398,457,21061,3.25,9
1831,280,324,313,380,13119,5.166666667,5
544,330,403,360,433,14398,5.133333333,5
5649,750,828,801,888,37961,8.615384615,10
2841,426,460,476,512,15278,20,20
754,351,377,402,435,14518,9.8125,10
714,343,363,372,391,12568,9.055555556,15
1516,519,555,527,548,20117,4.166666667,4
440,286,331,323,375,12840,6,5
487,117,152,161,197,9103,3.444444444,3
339,158,161,212,207,5445,8.25,10
557,298,364,326,365,13056,13,23
2250,241,374,313,413,18402,15,25
678,155,242,196,306,8675,8.105263158,18
707,353,370,361,386,14044,8.714285714,8
978,428,559,475,609,23102,4.333333333,3
3529,564,648,633,719,26107,19.85714286,40
2236,546,563,612,620,19923,9.785714286,10
677,194,291,239,300,11348,8.2,10
1610,317,310,375,396,17698,8.055555556,9
565,154,163,180,193,6724,6.909090909,8
2977,553,659,627,721,33460,13.14285714,5
881,305,379,348,403,15128,13.4,15
3373,633,628,669,673,19518,13,26
313,284,281,292,329,14328,11.5,21
3514,691,728,763,795,28298,7.333333333,7
1967,371,409,403,436,24029,10.5,12
663,432,501,483,534,16668,15,20
1418,415,507,467,551,26282,16.5,25
1690,598,655,653,700,24959,9.928571429,15
553,126,146,165,187,5040,5.484848485,5
883,272,284,329,344,10377,25,100
440,215,254,278,320,12060,3.14893617,4
623,218,333,252,378,15188,5.56097561,7
994,437,450,456,470,17090,12.85714286,20
1215,296,319,352,373,12319,22.5625,35
842,371,403,406,438,15842,12.5,20
2298,290,302,308,322,13270,25,25
1157,365,514,448,559,21892,7.714285714,10
1449,735,783,720,791,29612,5.25,4
1015,478,500,516,533,17763,7,10
522,161,171,203,213,8619,6.333333333,15
444,136,143,218,235,11820,20,25
829,345,394,404,432,16592,10.6,15
3939,1144,1344,1036,1068,79386,9.857142857,15
739,340,347,339,348,12436,8,10
277,169,173,219,221,6074,10,15
588,332,417,387,458,18496,5.947368421,6
1145,498,516,536,561,21059,12.22222222,21
455,209,365,293,353,13919,10.14285714,12
687,368,407,375,419,14581,6.105263158,6
876,337,353,403,439,15017,20,25
1869,452,542,553,640,29990,3.818181818,5
738,380,400,402,447,16793,7.4,10
709,349,431,420,512,18938,8.75,8
606,304,322,320,350,13662,37.5,30
840,430,448,469,491,15111,9.166666667,10
944,395,417,414,461,13714,5.266666667,5
906,351,367,405,443,18512,6,15
1171,272,323,329,383,14539,9.888888889,15
1793,781,796,832,849,27481,14.28571429,15
541,171,239,220,283,9862,15,15
803,450,495,547,597,21132,15,15
516,266,267,285,292,12129,8,10
403,325,378,362,417,12884,7.333333333,15
852,516,540,535,556,16206,14.62347826,20
3213,697,703,735,745,21605,28.04166667,25
740,295,376,329,420,15354,12.6,23
533,201,230,256,286,10597,23.83333333,47
749,316,339,378,412,15051,16.85714286,20
1897,369,481,433,520,18370,23,23
577,375,380,389,394,15853,9.571428571,15
520,156,203,180,193,7434,11.72727273,10
934,324,391,404,478,17408,6.366666667,4
920,160,753,348,633,20828,15,10
848,466,488,509,527,21110,10,15
380,277,293,325,349,10379,9.884615385,10
878,369,381,386,419,13733,10.8,20
467,192,261,261,323,10376,10,15
1052,482,499,516,541,20492,20,20
600,236,256,273,275,9757,18.95833333,30
1309,409,419,424,432,12004,12,12
350,163,203,221,260,8402,12.6,20
677,282,303,334,370,11541,8.428571429,8
2375,428,471,535,571,23387,20,8
5377,671,949,811,922,37647,100,10
914,321,363,371,409,17804,10.33333333,10
2322,469,472,499,498,18806,7.84375,11
4259,435,498,573,661,31730,15,15
559,232,270,257,269,10511,12.61111111,20
631,370,380,382,398,12100,6.6,6
667,243,311,298,351,12239,6.285714286,7
304,194,230,224,266,8103,10,20
1104,330,365,396,429,18062,18.33333333,10
562,280,300,311,341,10622,15,15
347,213,221,252,275,7915,5.5,6
480,254,359,306,394,12217,15,10
387,191,221,285,325,11604,4.923076923,5
2189,656,664,711,723,22182,15,10
576,243,312,301,354,12603,19.92307692,30
291,136,168,180,212,8370,10.61111111,10
1191,440,536,515,575,20176,10,10
1555,522,530,582,593,17990,9.6875,10
1112,594,619,597,639,26632,6,6
1133,596,596,591,610,19287,9,12
1063,269,322,304,393,13817,9.173913044,15
5045,604,663,703,797,42488,5.5,3
1205,645,651,699,710,22842,20,35
608,229,350,268,362,13829,14.82352941,22
1006,282,398,383,452,19466,4.066666667,4
539,268,303,377,384,10905,5.625,11
675,278,298,341,409,22221,11.22222222,16
1270,447,419,476,472,15652,8.833333333,12
2044,329,337,397,423,13686,10.75,20
5633,792,839,815,878,44347,9.727272727,12
742,321,446,389,478,20106,13,10
1350,377,593,483,575,24445,20,20
1179,464,496,462,501,15910,13.46666667,15
897,309,360,366,417,16489,14.5,25
362,209,235,246,275,8558,9.722222222,10
375,200,181,225,222,7976,8.388888889,8
515,203,256,265,301,11169,7.272727273,10
891,427,429,440,449,14471,22.5,30
1362,575,645,627,718,21447,8.533333333,10
1988,364,463,429,494,17239,12.375,13
166,67,50,116,93,7392,10.8,10
514,239,289,276,322,11393,9.25,10
1071,357,494,490,575,23527,17.5,15
2292,642,670,680,710,22186,10,15
1371,560,585,553,572,19773,13,15
1185,338,368,402,445,14193,6.666666667,7
301,195,249,299,354,10710,5.166666667,5
1040,492,505,549,569,18196,15,20
2577,523,525,559,572,20468,13,20
383,223,243,262,287,9072,15,15
633,275,324,312,388,13342,7.636363636,11
842,463,469,492,493,15371,9.913043478,5
1516,369,430,491,539,16810,5.4,6
685,288,405,320,379,15832,6,7
1279,280,249,315,276,6474,8,10
1941,433,412,474,450,12296,13.65217391,20
1390,414,579,479,605,23368,20.58333333,15
548,262,355,298,342,12621,15,21
0,132,147,178,186,9308,4.5,5
424,294,332,310,368,11315,39,44
713,300,313,323,364,16833,6,7
1318,388,524,466,652,27280,10.04545455,13
535,244,437,317,402,17053,9.8125,15
424,252,303,299,354,14198,9.166666667,10
1229,469,502,507,544,17313,8.4,5
430,221,234,236,243,8096,10.27272727,13
310,243,308,265,297,9642,11.2,17
3937,450,581,578,680,29888,15.33333333,18
491,260,301,292,339,10936,5.571428571,13
1865,549,609,644,669,20320,13.25,11
693,213,248,232,259,10095,7.25,11
3359,878,897,934,973,35266,5.8,5
237,236,323,251,308,9638,11,19
574,212,268,256,300,10315,20,20
593,301,341,316,361,11838,9.643571429,17
534,197,223,231,254,9144,3.357142857,5
347,205,230,244,267,9938,6.538461539,10
294,279,355,391,404,10385,17.5,20
1282,550,637,607,703,26007,4.857142857,5
0,0,0,0,0,0,15,21
186,77,91,119,130,4365,6.25,8
603,199,261,233,280,12768,6.333333333,9
448,233,270,276,307,10379,26.82926829,47
1139,630,676,670,713,27594,35,50
551,304,322,338,378,14020,6.727272727,14
930,519,551,560,594,20445,12.75,25
435,244,300,278,326,11022,44.7,7
463,181,231,227,258,8369,12.75,30
2842,662,676,701,723,22542,6.714285714,6
522,227,292,294,347,12849,20,20
2083,264,338,393,493,19012,9.375,10
457,187,256,197,267,12886,15,21
717,333,341,344,360,11669,25,20
1401,364,526,443,545,17322,9.833333333,5
718,226,280,278,357,17292,20,15
3445,750,770,749,785,23146,51.42857143,50
655,318,315,328,324,8044,8.75,15
2312,456,516,531,589,21372,6.333333333,2
1493,248,240,317,293,16982,14,10
247,118,136,189,210,6543,4.5,5
529,259,304,280,304,9796,5.611111111,5
245,189,176,246,224,8638,9.333333333,10
258,64,60,93,74,4236,5.45,6
375,145,138,189,205,8278,3.576923077,5
1250,367,430,404,478,19095,16.45454546,20
695,350,482,395,439,12831,12.5,5
464,225,291,277,364,12445,10.2,10
1227,249,336,346,457,22670,6.166666667,6
919,338,337,349,346,12507,8.214285714,11
590,353,403,362,409,13030,8.217391304,8
950,199,371,361,433,21071,9,10
871,408,426,452,476,16480,11.33333333,15
745,326,382,374,428,15081,11.42857143,10
564,199,207,274,288,10369,8.730769231,15
2598,518,570,576,627,27570,9,15
4169,540,670,570,667,24535,11.85714286,15
283,149,168,207,227,7466,5.111111111,7
508,193,224,245,280,9443,9.428571429,10
699,393,477,430,487,14925,16.66666667,25
2080,479,513,536,561,14748,8.266666667,8
2313,502,646,579,725,28018,7.428571429,8
2278,525,604,571,589,18780,15.55555556,5
237,255,250,274,274,12378,12.84615385,25
3333,390,609,549,815,48235,10,17
3567,639,739,710,832,35491,3.411764706,4
385,185,231,288,348,11857,8.666666667,10
1390,426,430,463,470,15022,18,20
679,192,238,242,321,13762,7.428571429,10
429,201,257,243,288,9672,7.333333333,16
595,330,392,380,423,12862,8.428571429,20
281,138,158,173,193,5843,9.409090909,20
474,282,332,316,331,9849,20,5
1072,284,306,378,427,14572,17.85714286,25
740,211,259,257,312,12165,10,21
1117,376,397,413,439,14428,14.44444444,14
589,353,388,398,433,12376,8.777777778,10
5619,572,942,649,995,43978,12.54545455,10
3304,567,614,629,669,21745,24.05882353,25
1188,102,169,187,269,12641,5.5,7
917,250,286,318,374,14202,8.5,10
625,266,276,316,330,10031,5.222222222,5
419,184,214,253,279,9682,7.333333333,10
423,293,297,274,279,10343,6.055555556,20
1305,391,456,448,471,19716,7,5
810,244,278,295,331,10611,8.888888889,10
830,250,260,278,296,10544,52,50
386,202,256,254,291,8534,15.44444444,17
246,161,174,205,226,7228,5.1,6
773,521,545,530,566,18085,5.833333333,10
513,400,434,436,482,20842,6.07675,11
1089,570,585,619,648,19074,25,25
585,212,258,286,326,13218,10.75,15
1264,403,427,424,457,12093,25,25
677,311,272,324,313,12509,10.11538462,10
651,431,451,455,505,14845,7.428571429,9
513,250,288,313,347,11462,5.777777778,6
862,248,359,357,432,21284,10,10
407,318,324,383,399,12183,5,2
1653,669,690,751,773,24075,6.733333333,5
860,468,490,464,507,15986,14.88888889,20
648,320,325,352,362,12611,5.866666667,10
184,183,180,218,213,9615,8.1,17
525,333,346,364,399,12885,6.923076923,10
570,368,412,468,522,24073,12.5,21
882,349,373,372,410,13153,16.51851852,25
801,425,441,469,498,18631,9.789473684,15
1500,306,433,325,444,23455,20.638,25
1330,367,419,437,488,18153,5.083333333,5
1163,402,446,495,552,19090,11.375,5
906,396,417,443,485,20138,9.666666667,10
733,452,453,496,503,14468,9,10
2750,252,332,302,392,19558,10.66666667,10
497,362,452,384,421,13649,20.41666667,40
3909,870,886,878,901,34835,20,20
755,218,232,282,290,8572,11.33333333,14
593,163,180,207,230,9520,12.5,10
1063,364,457,416,482,16589,10,10
1085,489,564,555,623,20850,4.75,5
521,99,72,123,135,5572,5.935483871,10
1650,219,225,304,319,12994,12.5,10
1435,273,270,300,295,7822,15,10
1145,228,317,292,335,12920,15,25
705,204,241,251,300,12915,15.4,15
357,164,214,215,254,8443,25,25
284,231,258,269,299,9838,4.4375,5
625,246,466,362,536,19102,14.09090909,20
1039,279,376,338,435,15485,25,50
646,279,359,371,452,18434,7.703703704,14
4705,839,858,904,930,41201,9.636363636,12
987,405,544,490,599,20940,25,25
911,325,358,330,384,16016,5.944444444,10
575,305,349,326,368,9906,15,10
630,300,327,321,361,13719,9.2,10
561,351,353,368,373,13150,8.75,10
857,245,282,275,320,12951,5.628571429,5
1049,413,445,439,466,14010,9.4375,10
678,260,289,303,335,11906,8.777777778,7
879,235,251,303,327,9954,10.5,20
313,164,183,221,231,8467,4.166666667,5
2549,715,757,786,839,28878,11,15
475,136,186,201,245,8676,4.909090909,5
1455,376,417,393,426,14860,6.35,10
1922,284,307,300,332,9661,5.545454545,6
1076,490,503,550,578,19138,14.54545455,50
220,181,238,220,272,9296,3.727272727,5
707,383,400,398,433,13852,9.333333333,45
1761,583,588,692,715,25887,12.5,20
680,318,389,332,411,17183,5.0625,5
964,439,514,488,543,19681,15,35
1327,527,573,564,649,23089,8.333333333,10
586,244,288,285,320,11293,8.5,20
749,228,295,289,377,14895,5.636363636,15
685,165,216,221,244,7511,16.48148148,30
527,276,315,289,329,10096,13,14
646,241,257,278,299,12694,7.1875,12
701,190,220,217,246,9630,6.9,10
4167,213,376,224,279,11264,13,22
1672,722,732,765,770,29286,23,30
1345,446,488,477,503,16265,11.94444444,20
960,344,411,398,459,16580,20,20
906,351,367,405,443,18512,15.28571429,32
578,430,428,407,409,15596,9.428571429,12
700,327,360,355,375,11551,5.444444444,5
813,246,263,297,313,11406,9.25,3
