,client_id,Variation
21229,6589853,Test
21230,3495630,Control
21231,5600350,Control
21232,5345165,Control
21233,2978646,Control
21234,1049315,Test
21235,5790900,Test
21236,2377314,Control
21237,8101389,Test
21238,2541665,Control
21239,9416332,Test
21240,6800922,Control
21241,3382804,Test
21242,8586486,Test
21243,9409347,Test
21244,4517364,Control
21245,549038,Control
21246,4194896,Control
21247,3541390,Test
21248,7992634,Control
21249,4532488,Control
21250,5647195,Test
21251,5027583,Test
21252,7603863,Test
21253,5196791,Test
21254,209462,Test
21255,5339414,Control
21256,1663895,Test
21257,3221809,Control
21258,7296988,Test
21259,6802669,Test
21260,1017424,Test
21261,2105507,Test
21262,4381369,Control
21263,1821417,Test
21264,4842952,Test
21265,4586815,Control
21266,8133973,Test
21267,4932080,Test
21268,4449226,Control
21269,8923392,Control
21270,4575874,Test
21271,7662689,Control
21272,1107897,Test
21273,977939,Test
21274,1790177,Test
21275,1418876,Control
21276,4964075,Test
21277,4119453,Control
21278,4473948,Control
21279,4962802,Control
21280,5891827,Test
21281,1332145,Control
21282,7982253,Control
21283,6416128,Test
21284,6498266,Control
21285,1186733,Control
21286,4002905,Test
21287,9955114,Control
21288,3149933,Control
21289,7433467,Control
21290,3790866,Test
21291,1008887,Control
21292,4365891,Control
21293,1309199,Control
21294,9250788,Control
21295,9404359,Control
21296,3767937,Test
21297,519506,Control
21298,219306,Control
21299,7076105,Control
21300,7980798,Control
21301,955346,Control
21302,2383258,Control
21303,9530567,Test
21304,1983300,Test
21305,8350607,Control
21306,9763453,Control
21307,9881017,Test
21308,6986144,Test
21309,3976151,Control
21310,2084027,Test
21311,8218129,Control
21312,1436025,Control
21313,2123832,Test
21314,9682260,Control
21315,8751629,Test
21316,135254,Test
21317,1620011,Control
21318,3498978,Test
21319,2384232,Test
21320,8288240,Control
21321,3396559,Test
21322,9663138,Test
21323,8498139,Test
21324,912638,Control
21325,9530705,Control
21326,9141021,Test
21327,6116055,Control
21328,5157494,Test
21329,9230591,Control
21330,6430614,Control
21331,3760569,Test
21332,1749085,Control
21333,3415032,Control
21334,928125,Control
21335,6770208,Test
21336,7185464,Test
21337,3416474,Control
21338,3146709,Test
21339,7330891,Test
21340,4828534,Control
21341,1758532,Test
21342,7935979,Control
21343,9688017,Control
21344,5306530,Control
21345,7710488,Test
21346,6428289,Control
21347,3350689,Test
21348,5532902,Control
21349,3409704,Test
21350,4141865,Test
21351,3220502,Test
21352,3881137,Test
21353,8105315,Test
21354,8475183,Test
21355,4144091,Test
21356,5118996,Test
21357,4698803,Control
21358,3683997,Test
21359,2562491,Test
21360,3372286,Test
21361,8607082,Control
21362,5927847,Test
21363,7063416,Control
21364,2723667,Control
21365,5237164,Control
21366,2891068,Control
21367,8996402,Control
21368,9918249,Control
21369,233344,Test
21370,6783734,Test
21371,3050053,Test
21372,9918012,Test
21373,6550009,Control
21374,4270488,Test
21375,8789451,Control
21376,1605650,Control
21377,5291323,Control
21378,9956954,Test
21379,2257185,Test
21380,6432902,Control
21381,4703000,Test
21382,8976156,Control
21383,158047,Test
21384,4835239,Control
21385,8826016,Test
21386,3998871,Test
21387,489500,Control
21388,5293565,Test
21389,7632901,Test
21390,4137311,Control
21391,8941226,Test
21392,81119,Test
21393,842512,Control
21394,7922922,Test
21395,3488145,Test
21396,2710916,Control
21397,314959,Control
21398,3940300,Test
21399,8667436,Test
21400,6496293,Test
21401,1376476,Test
21402,7064471,Test
21403,6642,Control
21404,9669811,Control
21405,2714772,Control
21406,5782971,Control
21407,528600,Test
21408,7856088,Test
21409,7453085,Test
21410,6199776,Test
21411,9660158,Control
21412,9090315,Test
21413,6859444,Test
21414,3368421,Test
21415,1544759,Control
21416,8488343,Test
21417,3535575,Test
21418,4526584,Test
21419,8711331,Test
21420,1649284,Control
21421,4717054,Control
21422,4906261,Test
21423,5210046,Control
21424,8530298,Test
21425,7796096,Control
21426,8592710,Control
21427,3113785,Control
21428,4166100,Control
21429,4424485,Test
21430,6535460,Control
21431,4688729,Test
21432,7379120,Test
21433,7491018,Control
21434,8497666,Control
21435,1172341,Control
21436,2038553,Control
21437,3263824,Control
21438,1578134,Test
21439,9194784,Test
21440,6697350,Test
21441,3546290,Control
21442,3392170,Test
21443,5345805,Test
21444,4405504,Control
21445,9347703,Test
21446,5574187,Control
21447,6166024,Control
21448,3360049,Test
21449,7325864,Control
21450,2609275,Control
21451,4177979,Control
21452,169620,Test
21453,6950389,Test
21454,4023574,Control
21455,372563,Test
21456,1901992,Control
21457,664352,Control
21458,2130660,Control
21459,3130254,Control
21460,6681381,Control
21461,2125543,Control
21462,2189784,Control
21463,9638485,Control
21464,3555462,Test
21465,7926202,Control
21466,6416892,Test
21467,6949017,Control
21468,4709079,Control
21469,9261476,Test
21470,5728383,Control
21471,9890346,Test
21472,8316864,Control
21473,1116906,Control
21474,5017931,Test
21475,3591761,Test
21476,6913303,Control
21477,3894548,Test
21478,4635200,Control
21479,765263,Test
21480,4928146,Test
21481,9034029,Test
21482,6052028,Test
21483,1772744,Control
21484,8692759,Test
21485,5587154,Control
21486,1186561,Test
21487,279311,Test
21488,9030458,Control
21489,5319806,Control
21490,4986152,Test
21491,7626945,Control
21492,4853359,Control
21493,625002,Test
21494,4246898,Control
21495,3257276,Control
21496,3582462,Test
21497,4968648,Test
21498,5440673,Test
21499,467103,Test
21500,9097769,Control
21501,6182535,Control
21502,2868548,Control
21503,9258505,Test
21504,5542145,Control
21505,8913628,Test
21506,3988134,Control
21507,3158600,Test
21508,1853532,Test
21509,4758894,Test
21510,755544,Test
21511,6113239,Control
21512,654897,Control
21513,7347144,Control
21514,9485851,Control
21515,3474406,Test
21516,528367,Test
21517,6497333,Test
21518,8294791,Test
21519,7829969,Test
21520,7047451,Test
21521,4501424,Control
21522,9754297,Control
21523,649371,Control
21524,3207711,Control
21525,7489433,Test
21526,5874124,Test
21527,5386477,Control
21528,8799190,Test
21529,3027717,Test
21530,2295997,Control
21531,8676484,Test
21532,8823334,Control
21533,9034191,Test
21534,7830123,Control
21535,6752370,Test
21536,5939376,Test
21537,6331089,Control
21538,1862693,Test
21539,6668961,Control
21540,6340523,Test
21541,5287195,Control
21542,1881806,Test
21543,327520,Test
21544,450232,Control
21545,8099259,Test
21546,5370358,Test
21547,2001275,Control
21548,6594759,Control
21549,4524845,Test
21550,4741517,Control
21551,8875746,Control
21552,723529,Control
21553,1939910,Test
21554,6503944,Test
21555,8946434,Control
21556,5731105,Test
21557,84596,Test
21558,3727883,Control
21559,2271187,Test
21560,2680789,Test
21561,2754826,Control
21562,8991228,Test
21563,8015300,Test
21564,9484622,Test
21565,4080779,Control
21566,5475338,Test
21567,9052282,Control
21568,6332250,Test
21569,1002905,Control
21570,6877670,Test
21571,7685083,Control
21572,4815412,Control
21573,5559981,Control
21574,3410687,Control
21575,4592206,Control
21576,9145611,Control
21577,3019916,Control
21578,1694871,Test
21579,4028292,Control
21580,8184181,Test
21581,3404704,Control
21582,3320845,Test
21583,5188587,Test
21584,8527227,Test
21585,8503272,Test
21586,1545335,Control
21587,1304890,Test
21588,7135563,Control
21589,7356517,Control
21590,9501698,Test
21591,9740905,Test
21592,9900823,Control
21593,6287252,Test
21594,6341730,Test
21595,5585124,Test
21596,4952522,Test
21597,9965131,Control
21598,8716491,Control
21599,1102067,Test
21600,6848077,Control
21601,1972749,Test
21602,2651590,Test
21603,8921130,Test
21604,3867049,Test
21605,5756246,Test
21606,8683530,Test
21607,7315442,Test
21608,6041600,Control
21609,2097838,Test
21610,4754836,Control
21611,953744,Control
21612,3552092,Control
21613,7956919,Test
21614,2289261,Test
21615,3305322,Control
21616,9290967,Control
21617,2220861,Test
21618,4135771,Test
21619,3300768,Control
21620,4350047,Control
21621,6572026,Test
21622,5343117,Control
21623,4452247,Test
21624,1399287,Control
21625,400613,Control
21626,3247787,Control
21627,6193239,Test
21628,1276349,Control
21629,7835047,Control
21630,709439,Control
21631,374255,Control
21632,3885108,Test
21633,1663848,Test
21634,9135655,Control
21635,6389349,Control
21636,9091709,Test
21637,8790822,Control
21638,3730542,Test
21639,4259386,Test
21640,5759997,Control
21641,1007748,Control
21642,2565963,Test
21643,3789835,Control
21644,8697352,Test
21645,6642024,Control
21646,2030720,Control
21647,2396331,Test
21648,6009565,Control
21649,6926632,Control
21650,9937859,Test
21651,2288164,Control
21652,6397827,Control
21653,365583,Control
21654,3585638,Control
21655,7887922,Control
21656,9884305,Control
21657,5460727,Control
21658,7563459,Test
21659,7283208,Test
21660,6247321,Test
21661,7881075,Control
21662,7678758,Test
21663,7155672,Test
21664,5041971,Test
21665,6232474,Test
21666,5607324,Control
21667,886138,Test
21668,5340082,Test
21669,1262277,Control
21670,5089592,Control
21671,1362382,Control
21672,8919311,Control
21673,8213550,Test
21674,59360,Test
21675,1339403,Test
21676,8247576,Test
21677,6347970,Test
21678,3186963,Control
21679,8489443,Test
21680,7829178,Test
21681,8066516,Control
21682,6451523,Test
21683,4330733,Control
21684,5163335,Control
21685,1447898,Control
21686,9050748,Control
21687,9675534,Test
21688,5633380,Test
21689,8273350,Control
21690,4428832,Test
21691,522181,Test
21692,9677826,Control
21693,5239105,Test
21694,5032514,Test
21695,8610750,Control
21696,4817478,Test
21697,6969340,Test
21698,1692533,Test
21699,2292083,Test
21700,3398113,Control
21701,1513036,Control
21702,3192941,Control
21703,1393360,Test
21704,3157856,Control
21705,8117183,Control
21706,5850237,Control
21707,3799541,Control
21708,8990589,Test
21709,870999,Test
21710,8014670,Control
21711,8488607,Control
21712,3081843,Test
21713,4643144,Control
21714,8205041,Control
21715,7056174,Test
21716,8514125,Test
21717,5165430,Test
21718,843805,Test
21719,2838884,Test
21720,6293657,Test
21721,9927328,Control
21722,794649,Control
21723,7931571,Control
21724,8643727,Control
21725,6479083,Control
21726,6416273,Control
21727,4954332,Test
21728,6714056,Test
21729,513961,Test
21730,6421913,Control
21731,6735720,Control
21732,2209032,Test
21733,8055182,Test
21734,1488410,Test
21735,4796345,Test
21736,6350662,Test
21737,2040900,Control
21738,9641585,Test
21739,828854,Test
21740,8559593,Test
21741,5850123,Control
21742,6875260,Test
21743,4920156,Test
21744,538801,Test
21745,5828946,Test
21746,2053183,Control
21747,3181109,Test
21748,3603649,Control
21749,9668860,Control
21750,9931960,Control
21751,7314900,Test
21752,1525212,Test
21753,4780557,Test
21754,3214839,Test
21755,7578193,Test
21756,2810834,Test
21757,2508419,Control
21758,2191364,Control
21759,8230834,Control
21760,4341675,Test
21761,6486127,Control
21762,3213762,Control
21763,5589110,Test
21764,9333375,Control
21765,7784849,Test
21766,2983567,Test
21767,4622994,Control
21768,2147061,Control
21769,9480795,Control
21770,4989797,Test
21771,2376568,Test
21772,3206966,Control
21773,1599600,Control
21774,7046975,Test
21775,8596886,Test
21776,7191059,Test
21777,3637427,Test
21778,9670591,Test
21779,7391274,Test
21780,6556332,Test
21781,3668956,Control
21782,3437771,Control
21783,892186,Test
21784,4446711,Control
21785,2105198,Test
21786,4405304,Control
21787,8006275,Control
21788,2028518,Control
21789,8078832,Test
21790,312698,Control
21791,8673125,Test
21792,3623360,Test
21793,7352376,Control
21794,3160385,Control
21795,1195631,Test
21796,8386410,Control
21797,2517014,Test
21798,2284757,Test
21799,7634223,Test
21800,1222354,Test
21801,5516350,Control
21802,8353226,Test
21803,8760879,Test
21804,2725900,Control
21805,5286123,Control
21806,21596,Test
21807,947221,Control
21808,8325255,Test
21809,2462823,Control
21810,9352816,Control
21811,3332531,Control
21812,2269341,Test
21813,6395285,Control
21814,4226585,Control
21815,3642713,Test
21816,8873899,Test
21817,5201417,Test
21818,4368150,Test
21819,9886162,Test
21820,3540614,Test
21821,7599408,Test
21822,6255182,Test
21823,6418203,Test
21824,1056722,Control
21825,9003334,Test
21826,1082833,Control
21827,8712400,Test
21828,4414176,Test
21829,5545425,Control
21830,2483614,Control
21831,7163526,Test
21832,4889353,Test
21833,1183486,Test
21834,7183152,Test
21835,9718232,Test
21836,6029041,Control
21837,7701085,Control
21838,5375087,Test
21839,5643425,Control
21840,3142979,Control
21841,2714519,Test
21842,6767956,Test
21843,597177,Test
21844,2209429,Control
21845,8511811,Control
21846,421833,Control
21847,1421934,Control
21848,8204504,Test
21849,9456874,Control
21850,8824353,Control
21851,4826778,Control
21852,556698,Test
21853,7374336,Control
21854,347452,Test
21855,2280908,Test
21856,2941394,Test
21857,4548139,Control
21858,7949883,Control
21859,174360,Control
21860,11122,Control
21861,5340035,Control
21862,7195153,Control
21863,2396007,Control
21864,8628672,Test
21865,1128550,Test
21866,1516424,Control
21867,2209554,Test
21868,2252099,Control
21869,7707774,Control
21870,1762503,Test
21871,5910870,Control
21872,8165113,Control
21873,2883620,Test
21874,6740381,Control
21875,8989715,Test
21876,7625765,Control
21877,6646092,Test
21878,3411960,Control
21879,402923,Control
21880,2902292,Test
21881,6058074,Control
21882,807768,Test
21883,3689258,Test
21884,2636385,Test
21885,235156,Test
21886,5791057,Test
21887,1925623,Control
21888,6047643,Test
21889,6823673,Control
21890,6538820,Test
21891,1098398,Control
21892,7122130,Control
21893,3132961,Control
21894,7140358,Control
21895,2397151,Test
21896,3041020,Test
21897,2084327,Test
21898,2005018,Control
21899,5514367,Test
21900,8202513,Control
21901,1241419,Test
21902,4721124,Control
21903,2882439,Test
21904,7451462,Test
21905,2340754,Control
21906,8726606,Control
21907,4419177,Control
21908,7915842,Test
21909,6334676,Control
21910,4551629,Test
21911,2222307,Control
21912,8198208,Test
21913,9589670,Test
21914,4277313,Test
21915,9430245,Test
21916,743500,Test
21917,2712496,Control
21918,2058100,Test
21919,3797486,Test
21920,4681420,Control
21921,59605,Control
21922,8607979,Control
21923,3118894,Control
21924,224773,Test
21925,2915875,Test
21926,9847934,Control
21927,4377273,Test
21928,6286632,Control
21929,9795687,Control
21930,1672552,Test
21931,8541103,Control
21932,2014286,Control
21933,8962817,Test
21934,9957239,Control
21935,1669713,Test
21936,4014435,Control
21937,8514217,Test
21938,5687944,Test
21939,3926907,Control
21940,4490836,Control
21941,9385972,Control
21942,2634677,Control
21943,8706042,Test
21944,8705753,Test
21945,2111468,Control
21946,5558874,Control
21947,233249,Control
21948,5972196,Control
21949,3174867,Control
21950,1609953,Control
21951,9841100,Control
21952,3536773,Test
21953,8860697,Test
21954,3815969,Control
21955,8979924,Test
21956,9793339,Test
21957,5587983,Test
21958,4937291,Control
21959,853743,Control
21960,5904599,Test
21961,2476053,Control
21962,3418515,Test
21963,9108896,Test
21964,2166183,Control
21965,584291,Control
21966,4851774,Test
21967,1227534,Test
21968,4384973,Test
21969,5776273,Control
21970,4541036,Test
21971,1960601,Test
21972,9999729,Test
21973,7912047,Control
21974,7976030,Control
21975,9483015,Control
21976,5545133,Test
21977,4746162,Control
21978,5156607,Control
21979,9068680,Test
21980,1766464,Test
21981,4082452,Control
21982,280950,Control
21983,4580972,Control
21984,3466785,Control
21985,9308332,Test
21986,3617707,Control
21987,8786298,Control
21988,8058142,Control
21989,5267658,Control
21990,3428020,Test
21991,8226682,Control
21992,4266877,Control
21993,5338170,Control
21994,3811803,Test
21995,2103055,Control
21996,9247578,Control
21997,2933555,Test
21998,1050592,Test
21999,9405961,Control
22000,7350089,Control
22001,8418665,Test
22002,9077558,Test
22003,9822924,Control
22004,1189860,Test
22005,2579748,Test
22006,1971298,Control
22007,3702931,Test
22008,6640401,Test
22009,3406058,Control
22010,2822267,Test
22011,5250931,Control
22012,5899788,Test
22013,7466392,Control
22014,89039,Test
22015,1781498,Test
22016,5790654,Control
22017,9765988,Test
22018,3829828,Test
22019,8931499,Control
22020,6213824,Control
22021,4741117,Control
22022,9556672,Test
22023,5549078,Control
22024,9626198,Control
22025,444644,Test
22026,4486322,Control
22027,6680845,Control
22028,4457592,Control
22029,8734908,Test
22030,4264084,Test
22031,8280317,Control
22032,3305421,Test
22033,252898,Test
22034,5423334,Test
22035,2102280,Control
22036,2671124,Test
22037,9281262,Control
22038,670729,Control
22039,4085199,Test
22040,5576110,Test
22041,7308546,Control
22042,1975499,Test
22043,2142377,Test
22044,7460344,Test
22045,4724921,Test
22046,8304665,Control
22047,3243462,Control
22048,6463305,Control
22049,368994,Test
22050,1578668,Control
22051,7267111,Control
22052,4061217,Test
22053,6350886,Control
22054,993861,Test
22055,982129,Test
22056,7209144,Control
22057,7397092,Control
22058,7333505,Control
22059,3236930,Test
22060,4071575,Test
22061,1739277,Control
22062,2666411,Test
22063,9878162,Control
22064,2730414,Test
22065,7900566,Control
22066,696491,Control
22067,6954785,Control
22068,7016886,Control
22069,4965266,Control
22070,2546247,Control
22071,4203585,Control
22072,1394498,Test
22073,1051166,Control
22074,8945827,Control
22075,6853899,Control
22076,8135120,Control
22077,9064174,Test
22078,6954228,Control
22079,2034778,Test
22080,7070097,Test
22081,823538,Test
22082,5822622,Control
22083,4024129,Test
22084,4349159,Control
22085,3492192,Control
22086,7675311,Test
22087,9173523,Test
22088,3813475,Test
22089,1381230,Control
22090,4904248,Control
22091,5283242,Control
22092,4021911,Test
22093,595413,Control
22094,9261595,Control
22095,4948147,Control
22096,3845483,Control
22097,8175407,Test
22098,6170160,Test
22099,7077040,Control
22100,9695841,Test
22101,1824402,Test
22102,8919250,Test
22103,6098739,Control
22104,128919,Test
22105,8502793,Test
22106,5797801,Test
22107,4832237,Test
22108,6373411,Test
22109,2597744,Control
22110,5782293,Test
22111,6542671,Test
22112,4917405,Test
22113,5408340,Test
22114,2021249,Test
22115,5443362,Test
22116,5297168,Control
22117,9585939,Control
22118,1607526,Test
22119,2808156,Control
22120,2257692,Test
22121,3973242,Control
22122,5259007,Test
22123,8545681,Test
22124,2212693,Control
22125,5215288,Test
22126,9072561,Control
22127,8981527,Test
22128,6436049,Control
22129,9432754,Control
22130,469978,Control
22131,3802621,Control
22132,1228484,Test
22133,2706171,Test
22134,5168960,Test
22135,1195541,Control
22136,4827788,Control
22137,9748419,Control
22138,3987597,Control
22139,6213118,Control
22140,614170,Control
22141,9357952,Test
22142,4426218,Control
22143,8051621,Control
22144,3761960,Control
22145,9388977,Control
22146,3873877,Test
22147,4627262,Test
22148,4848480,Test
22149,2472637,Test
22150,3346003,Control
22151,2846778,Test
22152,9667620,Test
22153,3969151,Control
22154,9993886,Test
22155,9409058,Test
22156,6299017,Test
22157,5348797,Test
22158,8155528,Test
22159,2824912,Control
22160,3643127,Test
22161,3939352,Test
22162,7222377,Test
22163,8191466,Test
22164,6966338,Control
22165,3529872,Test
22166,6383676,Test
22167,2092570,Control
22168,5324216,Test
22169,5926292,Test
22170,5973135,Control
22171,1400233,Control
22172,4641950,Test
22173,2605179,Control
22174,4955358,Control
22175,5467090,Test
22176,9509446,Test
22177,5658939,Test
22178,660147,Control
22179,1827023,Test
22180,5593566,Test
22181,3833007,Test
22182,762230,Test
22183,1491517,Test
22184,84480,Control
22185,6604127,Test
22186,9436140,Test
22187,9887195,Test
22188,9082893,Test
22189,3304360,Control
22190,2798135,Control
22191,1025467,Test
22192,4202376,Control
22193,8586164,Control
22194,6104856,Control
22195,3908215,Control
22196,8638777,Control
22197,5911100,Test
22198,8625422,Control
22199,8283857,Test
22200,2494435,Test
22201,6308970,Test
22202,9357572,Test
22203,3147586,Test
22204,2364227,Control
22205,4198772,Test
22206,3999608,Control
22207,3965562,Control
22208,9393128,Control
22209,2289937,Control
22210,8837019,Test
22211,4676712,Test
22212,2885371,Test
22213,4726228,Test
22214,9451391,Test
22215,4068002,Control
22216,7634108,Test
22217,6765419,Test
22218,4484976,Test
22219,7721667,Test
22220,5652023,Test
22221,2969524,Test
22222,9089300,Control
22223,9227588,Test
22224,3007638,Control
22225,1061800,Test
22226,7356617,Test
22227,859078,Control
22228,1074528,Control
22229,8523220,Test
22230,7958329,Control
22231,991266,Control
22232,8423502,Test
22233,1174056,Test
22234,6760883,Control
22235,2623743,Test
22236,242241,Control
22237,61007,Test
22238,5923455,Test
22239,2518709,Test
22240,5126691,Test
22241,3321186,Control
22242,2688470,Control
22243,6573176,Test
22244,7636519,Test
22245,6629042,Test
22246,7223169,Test
22247,5079554,Test
22248,8717773,Test
22249,7402656,Control
22250,6620751,Control
22251,5405306,Test
22252,5166339,Control
22253,5329687,Test
22254,1260122,Control
22255,5806944,Control
22256,4921692,Control
22257,742932,Control
22258,4524761,Control
22259,7683063,Test
22260,2568488,Control
22261,5255514,Test
22262,5993671,Test
22263,5344576,Control
22264,1007016,Test
22265,3965600,Test
22266,4833525,Control
22267,9068531,Test
22268,3808594,Test
22269,7635685,Control
22270,8948012,Test
22271,6189438,Test
22272,9596904,Test
22273,4740618,Control
22274,8255655,Test
22275,3986211,Test
22276,4752414,Test
22277,7637957,Test
22278,8094276,Control
22279,1540888,Control
22280,2755743,Control
22281,9653620,Control
22282,8582610,Test
22283,9857380,Test
22284,4474897,Test
22285,6633558,Control
22286,5110805,Test
22287,4493570,Control
22288,1419076,Control
22289,6631641,Test
22290,7804859,Test
22291,5809808,Test
22292,5155900,Test
22293,3971187,Test
22294,9440593,Control
22295,1354520,Test
22296,7888406,Control
22297,3561384,Test
22298,1909802,Test
22299,9603908,Control
22300,7379399,Control
22301,8015932,Control
22302,2223497,Test
22303,432265,Control
22304,4857233,Control
22305,4557771,Control
22306,6117708,Control
22307,7517802,Test
22308,4570131,Test
22309,3725634,Control
22310,9673982,Control
22311,4659695,Control
22312,9466623,Control
22313,5230313,Control
22314,8427870,Test
22315,3749302,Control
22316,6960465,Test
22317,7625835,Test
22318,6831651,Test
22319,685244,Control
22320,2576241,Control
22321,3704470,Test
22322,3980307,Test
22323,8945620,Test
22324,2553998,Control
22325,745986,Test
22326,6776087,Control
22327,1657876,Test
22328,1712476,Test
22329,7997482,Control
22330,6022147,Test
22331,7787360,Test
22332,7890281,Test
22333,722270,Test
22334,5396918,Test
22335,4472004,Control
22336,1837864,Control
22337,8325169,Test
22338,3546104,Test
22339,4893648,Control
22340,387056,Control
22341,4355025,Test
22342,8302997,Test
22343,5357124,Control
22344,6036449,Control
22345,6043261,Control
22346,4527564,Test
22347,8081340,Test
22348,7553351,Test
22349,1731978,Test
22350,2592191,Test
22351,2735464,Control
22352,3782737,Control
22353,1631224,Test
22354,7966736,Test
22355,8530605,Test
22356,6379275,Control
22357,6028338,Control
22358,4476473,Test
22359,1374023,Test
22360,1292592,Control
22361,4668200,Control
22362,4433180,Control
22363,7349720,Test
22364,3765879,Control
22365,984993,Test
22366,966927,Test
22367,4529371,Control
22368,5427223,Test
22369,7301267,Test
22370,9092629,Test
22371,5708846,Test
22372,8529372,Test
22373,9913793,Test
22374,5920529,Test
22375,6529144,Test
22376,7656563,Control
22377,7296892,Test
22378,6112751,Control
22379,6378463,Test
22380,889271,Test
22381,8516900,Test
22382,8847388,Test
22383,5388915,Test
22384,9151687,Test
22385,1179943,Control
22386,5310113,Test
22387,5429895,Test
22388,766105,Control
22389,7318569,Test
22390,6650440,Test
22391,3798528,Test
22392,3780958,Test
22393,6596167,Control
22394,1551298,Test
22395,8775961,Control
22396,9409160,Control
22397,1735700,Test
22398,2516332,Test
22399,760532,Control
22400,1077700,Control
22401,9996137,Control
22402,8002977,Control
22403,8219637,Control
22404,5052088,Control
22405,7760229,Control
22406,7497113,Test
22407,9206652,Test
22408,8512066,Test
22409,9283472,Test
22410,8450251,Control
22411,4022403,Test
22412,6524749,Test
22413,2648176,Test
22414,3045128,Test
22415,1751985,Test
22416,6893975,Control
22417,1228147,Control
22418,9356922,Control
22419,9694803,Test
22420,4401076,Control
22421,7708706,Test
22422,5082039,Control
22423,3381044,Test
22424,2956739,Control
22425,5425605,Test
22426,8421695,Test
22427,9324777,Test
22428,7892308,Test
22429,7708829,Test
22430,9465992,Control
22431,451603,Control
22432,8626423,Control
22433,2966302,Test
22434,380857,Control
22435,7553778,Test
22436,3096335,Test
22437,2625933,Control
22438,624947,Control
22439,5423497,Control
22440,518664,Control
22441,626185,Test
22442,2680542,Test
22443,6901993,Control
22444,6283366,Control
22445,194329,Control
22446,242197,Test
22447,7358002,Test
22448,8827652,Test
22449,1165700,Control
22450,7441156,Control
22451,5806758,Test
22452,2667434,Control
22453,9851598,Test
22454,9382780,Control
22455,2111172,Test
22456,7867919,Test
22457,728589,Test
22458,2265297,Test
22459,9745511,Test
22460,4404939,Control
22461,4958114,Test
22462,3778727,Control
22463,1777685,Test
22464,3984593,Control
22465,9618881,Control
22466,5953338,Test
22467,2417501,Control
22468,1208507,Test
22469,6016244,Test
22470,6747794,Test
22471,9286556,Test
22472,5061955,Control
22473,6125886,Test
22474,6073444,Control
22475,7638689,Control
22476,392757,Control
22477,9197440,Test
22478,4678085,Test
22479,1936836,Control
22480,2039070,Control
22481,9207565,Test
22482,4839862,Test
22483,697065,Control
22484,9706109,Test
22485,580619,Test
22486,3087316,Control
22487,2021417,Test
22488,3398547,Control
22489,6029457,Test
22490,5645092,Control
22491,4477919,Test
22492,4912513,Control
22493,8553447,Test
22494,6915090,Test
22495,7429481,Control
22496,5798848,Test
22497,8406971,Control
22498,1164659,Control
22499,9136719,Test
22500,6472960,Test
22501,4250110,Control
22502,8438145,Control
22503,9684126,Test
22504,2362826,Test
22505,2309038,Test
22506,5963715,Test
22507,5795761,Control
22508,4305948,Control
22509,2935751,Control
22510,7994409,Test
22511,4917659,Control
22512,4713128,Test
22513,3430824,Control
22514,4044347,Control
22515,3879550,Control
22516,3888630,Control
22517,3646669,Test
22518,56782,Control
22519,3539967,Test
22520,9870360,Control
22521,3251851,Test
22522,8344435,Control
22523,1534510,Control
22524,6938743,Control
22525,5262516,Test
22526,860752,Control
22527,3387092,Control
22528,7634525,Test
22529,2566361,Control
22530,5894811,Control
22531,979208,Test
22532,5161688,Control
22533,1331970,Test
22534,9604653,Control
22535,9142749,Test
22536,9725500,Test
22537,6662624,Control
22538,6822204,Test
22539,6768335,Control
22540,1402721,Control
22541,3845048,Test
22542,9859285,Control
22543,7358671,Control
22544,1858827,Test
22545,7310183,Control
22546,8623241,Control
22547,2530226,Test
22548,5819608,Test
22549,4613590,Control
22550,4070311,Control
22551,6272438,Control
22552,5734249,Control
22553,6683515,Control
22554,2388317,Test
22555,8578242,Test
22556,540589,Test
22557,1149947,Test
22558,4784493,Test
22559,4317522,Control
22560,1702249,Control
22561,4148066,Test
22562,5163736,Test
22563,6472340,Control
22564,7941103,Control
22565,2463388,Test
22566,1513385,Control
22567,5584449,Test
22568,197793,Test
22569,782257,Control
22570,528504,Control
22571,1374037,Test
22572,7853881,Control
22573,1889299,Control
22574,4612297,Test
22575,3830756,Test
22576,9583508,Test
22577,7041718,Control
22578,1311867,Control
22579,9333441,Test
22580,3781535,Test
22581,5388733,Test
22582,9932494,Test
22583,6568477,Control
22584,2737360,Test
22585,3751899,Test
22586,932193,Control
22587,1190820,Test
22588,8213835,Test
22589,9686300,Control
22590,7736245,Test
22591,4918694,Test
22592,9289579,Control
22593,7293469,Test
22594,6551678,Control
22595,9649593,Test
22596,5914038,Test
22597,6329564,Test
22598,1060955,Test
22599,3191906,Control
22600,6325529,Control
22601,3528132,Test
22602,6443153,Test
22603,4094092,Control
22604,6110470,Control
22605,3755916,Control
22606,102859,Control
22607,4130166,Test
22608,1264275,Test
22609,8219222,Test
22610,1072995,Test
22611,3777118,Control
22612,7631516,Test
22613,7751538,Test
22614,6202008,Test
22615,6132864,Test
22616,8645540,Control
22617,3272980,Control
22618,5258390,Control
22619,2278325,Test
22620,2329513,Control
22621,5545357,Test
22622,3734319,Control
22623,3990333,Test
22624,1992455,Test
22625,2667527,Test
22626,9173121,Control
22627,91633,Test
22628,6672577,Test
22629,9957303,Control
22630,5706935,Test
22631,5899779,Test
22632,8787649,Control
22633,7672790,Test
22634,1301085,Test
22635,1299036,Control
22636,2487872,Control
22637,3353845,Control
22638,72916,Test
22639,6912156,Control
